0~499 Day Event,,,,,,,,,,,,,,,,
500~999 Story,,,,,,,,,,,,,,,,
1000~1999 퀘스트보드,,,,,,,,,,,,,,,,
"2000~9999 NPC이벤트",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Type(Bubble:Quest),ID,keyName,index,optionString,mainText_KR,mainText_EN,mainText_JP,mainText_SCC,,,Title_KR,Title_EN,Title_JP,Title_SCC,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,100600,Salamandra_First,0,@Target::PlayerPos::Target,이 몬스터를 소환하는데 상당히 많은 마나가 사용됐지.,Summoning this monster used quite a lot of mana.,このモンスターを召喚するのにかなりの魔力を使ったな。,召唤这个怪物用了相当多的魔力。,,,,,,,,
,,,1,,과연 그만큼 잘 싸울 수 있을까?,I wonder if it can fight well enough to justify that.,果たしてそれに見合うだけの戦いができるだろうか？,不知道它能不能打得够好来证明这是值得的。,,,,,,,,
,,,2,@Target::UnitPos::Target,{Sweat},{Sweat},{Sweat},{Sweat},,,,,,,,
,,,3,@Target::PlayerPos::Target,으음- 뭔가 믿음직스럽지 못한 몬스터네.,Hmm- it doesn't look very reliable.,うーむ- なんだか頼りなさそうなモンスターだな。,嗯- 看起来不太靠谱的怪物啊。,,,,,,,,
,,,4,,일단은 지켜보자.,Let's just observe for now.,とりあえず様子を見てみよう。,先观察一下吧。,,,,,,,,
,,,5,@Target::UnitPos::Target,{Sweat},{Sweat},{Sweat},{Sweat},,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,100700,GreyHound_First,0,@Target::PlayerPos::Target,안녕!,Hello!,こんにちは！,你好！,,,,,,,,
,,,1,@Target::UnitPos::Target,{Happy},{Happy},{Happy},{Happy},,,,,,,,
,,,2,@Target::PlayerPos::Target,왠지 모르게 믿음직스러운 몬스터네.,Somehow- you seem like a reliable monster.,なんだか頼もしいモンスターだね。,不知为何- 感觉你是个值得信赖的怪物呢。,,,,,,,,
,,,3,,앞으로 잘 부탁해!,I'm counting on you from now on!,これからよろしく！,今后请多关照！,,,,,,,,
,,,4,@Target::UnitPos::Target,{Fighting},{Fighting},{Fighting},{Fighting},,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,100701,GreyHound_Lv20,0,@Target::PlayerPos::Target,무슨 일이야?,What's the matter?,どうしたの？,怎么了？,,,,,,,,
,,,1,@Target::UnitPos::Target,{Happy},{Happy},{Happy},{Happy},,,,,,,,
,,,2,,{Sweat},{Sweat},{Sweat},{Sweat},,,,,,,,
,,,3,,{Fighting},{Fighting},{Fighting},{Fighting},,,,,,,,
,,,4,@Target::PlayerPos::Target,음…- 특별한 뼈를 갖고 싶다는 거지?,Hmm...- you want a mysterious bone- right?,うーん...- 神秘的な骨が欲しいってこと？,嗯...- 你是想要神秘的骨头- 对吧？,,,,,,,,
,,,5,@Target::UnitPos::Target,{Best},{Best},{Best},{Best},,,,,,,,
,,,6,@Target::PlayerPos::Target,그런데 그걸 어디서 구하지?,But where can we find that?,でも- それをどこで手に入れるの？,但是在哪里能找到呢？,,,,,,,,
,,,7,@Target::UnitPos::Target,{...},{...},{...},{...},,,,,,,,
,,,8,@Target::PlayerPos::Target,너도 모르는구나.,You don't know either- huh.,君も分からないんだね。,你也不知道啊。,,,,,,,,
,,,9,@Target::UnitPos::Target,{Sweat},{Sweat},{Sweat},{Sweat},,,,,,,,
,,,10,@Target::PlayerPos::Target,그래. 한 번 찾아볼게.,Alright. I'll try to find one.,分かった。探してみるよ。,好吧。我试试看能不能找到。,,,,,,,,
,,,11,@Action::100701::Action,길드라도 가봐야겠다.,I guess I should check the guild.,ギルドにでも行ってみるか。,看来得去公会问问了。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,100702,GreyHound_Evolution,0,@Target::PlayerPos::Target,자- 여기. \힘들게 구해왔어.,Here you go. \It was hard to get- you know.,はい- どうぞ。\苦労して手に入れたんですよ。,给- 给你。\我费了好大劲才弄到的。,,,,,,,,
,,,1,@Target::UnitPos::Target,{Best},{Best},{Best},{Best},,,,,,,,
,,,2,,{Love},{Love},{Love},{Love},,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,102000,Succubus_First,0,@Target::PlayerPos::Target,아..안녕?,H-Hello?,あ...あの？,啊...你好？,,,,,,,,
,,,1,@Target::UnitPos::Target,반가워. 마스터~,Nice to meet you- Master~,はじめまして- マスター〜,很高兴见到你- 主人~,,,,,,,,
,,,2,@Target::PlayerPos::Target,그- 그래.,R-Right.,そ- そうだね。,是- 是啊。,,,,,,,,
,,,3,@Target::UnitPos::Target,{Good},{Good},{Good},{Good},,,,,,,,
,,,4,@Target::PlayerPos::Target,혹시 날 공격하진 않을 거지?,You won't attack me- will you?,私のこと- 攻撃したりしないよね？,你不会攻击我吧？,,,,,,,,
,,,5,@Target::UnitPos::Target,아마도?,Maybe not?,たぶんね？,大概不会？,,,,,,,,
,,,6,@Target::PlayerPos::Target,휴- 다행이다. 혹시나 해서.,Phew- that's a relief. I was worried.,はぁ- よかった。心配だったから。,呼- 太好了。我还担心来着。,,,,,,,,
,,,7,@Target::UnitPos::Target,마스터는 별로 맛이 없을 것 같아.,You probably wouldn't taste good anyway- Master.,マスターはあまり美味しくなさそうだし。,主人看起来也不怎么好吃。,,,,,,,,
,,,8,,{Merong},{Merong},{Merong},{Merong},,,,,,,,
,,,9,@Target::PlayerPos::Target,아- 이유까진 안 알려줘도 괜찮은데...,Ah- you don't have to tell me the reason...,あ- 理由は言わなくていいけど...,啊- 原因倒是不用说...,,,,,,,,
,,,10,@Target::UnitPos::Target,농담이야~,Just kidding~,冗談よ〜,开玩笑啦~,,,,,,,,
,,,11,,{Love},{Love},{Love},{Love},,,,,,,,
,,,12,@Target::PlayerPos::Target,{@},{@},{@},{@},,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,102001,Succubus_Evolution1,0,@Target::UnitPos::Target,마스터~,Master~,マスター〜,主人~,,,,,,,,
,,,1,@Target::PlayerPos::Target,무슨 일이야?,What is it?,どうしたの？,怎么了？,,,,,,,,
,,,2,@Target::UnitPos::Target,그게 말이지~,Well you see~,それがねぇ〜,是这样的呢~,,,,,,,,
,,,3,,{Love},{Love},{Love},{Love},,,,,,,,
,,,4,@Target::PlayerPos::Target,...?,...?,...？,...？,,,,,,,,
,,,5,,...!!,...!!,...！！,...！！,,,,,,,,
,,,6,,나- 나는 공격 안 한다며..!,B-But you said you wouldn't attack me..!,で- でも攻撃しないって言ったじゃん..！,但- 但你说过不会攻击我的..！,,,,,,,,
,,,7,@Target::UnitPos::Target,그치만~,But~,でも〜,但是嘛~,,,,,,,,
,,,8,,{Smart},{Smart},{Smart},{Smart},,,,,,,,
,,,9,,더 강해질 방법인걸~,It's a way to become stronger~,もっと強くなれる方法なんだよ〜,这是变得更强的方法哦~,,,,,,,,
,,,10,@Target::PlayerPos::Target,{Shy},{Shy},{Shy},{Shy},,,,,,,,
,,,11,,다른... 다른 방법은 없는거야?,Isn't there... another way?,他の...他の方法はないの？,没有...没有其他方法吗？,,,,,,,,
,,,12,@Target::UnitPos::Target,아마도?,Maybe not?,たぶんね？,大概没有？,,,,,,,,
,,,13,@Target::PlayerPos::Target,으음... 생각할 시간을 좀 줘.,Umm... Give me some time to think.,うーん...考える時間をちょうだい。,嗯...让我想想。,,,,,,,,
,,,14,@Target::UnitPos::Target,그래~ 기다릴게~,Okay~ I'll wait~,いいよ〜 待ってるね〜,好啊~ 我等你哦~,,,,,,,,
,,,15,,{Good},{Good},{Good},{Good},,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,102002,Succubus_Evolution2,0,@Target::UnitPos::Target,마스터~ 준비는 된거야?,Master~ Are you ready?,マスター〜 準備できた？,主人~ 准备好了吗？,,,,,,,,
,,,1,,{Smart},{Smart},{Smart},{Smart},,,,,,,,
,,,2,@Target::PlayerPos::Target,으음.,Hmm.,うーん。,嗯。,,,,,,,,
,,,3,@Select::102003:102004::Select,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,102003,Succubus_Yes,0,@Target::PlayerPos::Target @Action::Monster_Yes::Action,좋아. 준비 됐어!,Alright. I'm ready!,うん。準備できたよ！,好。我准备好了！,,,좋아. 준비 됐어!,Alright. I'm ready!,うん。準備できたよ！,好。我准备好了！,,
,,,1,@Target::UnitPos::Target,고마워~,Thank you~,ありがとう〜,谢谢你~,,,,,,,,
,,,2,,{Love},{Love},{Love},{Love},,,,,,,,
,,,3,@Target::PlayerPos::Target,{Shy},{Shy},{Shy},{Shy},,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,102004,Succubus_No,0,@Target::PlayerPos::Target @Action::Monster_No::Action,아니- 시간이 조금 더 필요해.,No- I need more time.,ううん- もう少し時間が必要。,不- 我还需要一些时间。,,,아니- 시간이 조금 더 필요해.,No- I need more time.,ううん- もう少し時間が必要。,不- 我还需要一些时间。,,
,,,1,@Target::UnitPos::Target,아쉽네~ ,That's too bad~,残念〜,真可惜~,,,,,,,,
,,,2,,좀 더 기다릴게~,I'll wait a bit longer~,もう少し待つね〜,那我再等等吧~,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,150100,BloodySlime_First,0,@Target::PlayerPos::Target,!,!,！,！,,,,,,,,
,,,1,,슬라임- 더 강해졌구나!,Slime- you've gotten stronger!,スライムくん- 強くなったね！,小史莱姆- 你变强了！,,,,,,,,
,,,2,@Target::UnitPos::Target,{Happy},{Happy},{Happy},{Happy},,,,,,,,
,,,3,@Target::PlayerPos::Target,이대로면 앞으로도 문제 없겠어.,At this rate- we'll have no problems going forward.,このままなら- これからも問題なさそうだ。,照这样下去- 今后应该不会有问题。,,,,,,,,
,,,4,,다시 한번 잘 부탁해!,Once again- I'm counting on you!,改めてよろしく頼むよ！,再次拜托你了！,,,,,,,,
,,,5,@Target::UnitPos::Target,{Best},{Best},{Best},{Best},,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,150500,Pixie_First,0,@Target::PlayerPos::Target,안녕.,Hello.,こんにちは。,你好。,,,,,,,,
,,,1,@Target::UnitPos::Target,안녕- 주인님.,Hello- Master.,こんにちは- ご主人様。,你好- 主人。,,,,,,,,
,,,2,@Target::PlayerPos::Target,이젠 말할 수 있게 됐구나.,Oh- you can speak now.,もう話せるようになったんだね。,啊- 你现在会说话了呢。,,,,,,,,
,,,3,@Target::UnitPos::Target,응. 주인님 덕분이야.,Yes. Thanks to you- Master.,うん。ご主人様のおかげ。,嗯。多亏了主人。,,,,,,,,
,,,4,@Target::PlayerPos::Target,주인님은 조금 이상한걸.,Master is a bit strange.,ご主人様って- ちょっと変だよ。,主人真是有点奇怪呢。,,,,,,,,
,,,5,,그냥 친구로 안 될까?,Can't we just be friends?,ただの友達じゃダメ？,我们不能只做朋友吗？,,,,,,,,
,,,6,@Target::UnitPos::Target,좋아! 주인님과 나는 친구야.,Yay! Master and I are friends!,やった！ご主人様と私はお友達！,太好了！主人和我是朋友！,,,,,,,,
,,,7,@Target::PlayerPos::Target,{@},{@},{@},{@},,,,,,,,
,,,8,,네가 좋다면 그렇게 해...,If that makes you happy- let's do that...,それで君が嬉しいなら- そうしよう...,如果你喜欢的话- 那就这样吧...,,,,,,,,
,,,9,@Target::UnitPos::Target,{Best},{Best},{Best},{Best},,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,150600,Salinu_First,0,@Target::PlayerPos::Target,오- 살라만드라! 강해졌구나!!,Oh- Salamandra! you've gotten stronger!!,お- トカゲちゃん- 強くなったね！！,哦- 蜥蜴仔- 你变强了啊！！,,,,,,,,
,,,1,@Target::UnitPos::Target,캬...오...오...,Gra...ow...oh...,キャ...オ...オ...,咔...哦...哦...,,,,,,,,
,,,2,@Target::PlayerPos::Target,으응? \인간형으로 변해서 그런가 말을 할 수 있는거야?,Huh? \Can you speak now that you've transformed into a humanoid form?,ん？ \人型に変身したから話せるようになったのか？,嗯？ \是因为变成人形所以能说话了吗？,,,,,,,,
,,,3,@Target::UnitPos::Target,(끄덕끄덕),(Nods),(うなずく),(点头),,,,,,,,
,,,4,@Target::PlayerPos::Target,잘 하진 못하나 보네.,Seems like you're not very good at it though.,上手くはないみたいだな。,看来说得不太好啊。,,,,,,,,
,,,5,,아무튼! \앞으로도 잘 부탁해!,Anyway! \I'm counting on you from now on!,とにかく！ \これからもよろしく頼むぞ！,总之！ \以后也要继续加油哦！,,,,,,,,
,,,6,@Target::UnitPos::Target,힘...낼...게...,I'll...do...my...best...,がん...ばる...よ...,我...会...努力...的...,,,,,,,,
,,,7,,{Fighting},{Fighting},{Fighting},{Fighting},,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,152000,Lilith_First,0,@Target::PlayerPos::Target,안녕...?,Hello...?,あの...？,你好...？,,,,,,,,
,,,1,@Target::UnitPos::Target,마스터 안녕~,Hi Master~,マスターこんにちは〜,主人好呀~,,,,,,,,
,,,2,,왜 그렇게 안절부절못하는 거야?,Why are you so nervous?,どうしてそんなに落ち着かないの？,你为什么这么坐立不安？,,,,,,,,
,,,3,,{Why},{Why},{Why},{Why},,,,,,,,
,,,4,@Target::PlayerPos::Target,너 뭔가 엄청난 존재가 돼버린 거 아니야?,Did you become some incredible being?,もしかして何かすごい存在になっちゃった？,你该不会变成什么了不起的存在了吧？,,,,,,,,
,,,5,@Target::UnitPos::Target,똑같아~,I'm the same~,変わってないよ〜,我还是老样子啦~,,,,,,,,
,,,6,,그냥 조금 강해졌을 뿐.,Just got a little stronger- that's all.,ちょっと強くなっただけ。,只是稍微变强了一点而已。,,,,,,,,
,,,7,,{Happy},{Happy},{Happy},{Happy},,,,,,,,
,,,8,@Target::PlayerPos::Target,앞으로도... 도와... 줄 거지?,Will you... still... help me?,これからも...手伝って...くれる？,以后...还会...帮我吗？,,,,,,,,
,,,9,@Target::UnitPos::Target,당연하지~,Of course~,もちろんよ〜,当然啦~,,,,,,,,
,,,10,,{Smart},{Smart},{Smart},{Smart},,,,,,,,
,,,11,,그보다 혹시 잠깐 시간 있어?,By the way- do you have a moment?,それより- ちょっと時間ある？,话说- 你现在有空吗？,,,,,,,,
,,,12,,{Love},{Love},{Love},{Love},,,,,,,,
,,,13,@Target::PlayerPos::Target,(지금 걸렸다간 정말 큰일 날 것 같아),(This could be really dangerous if I get caught now),（今つかまったら本当にまずいことになりそう）,（现在要是被缠上就真的麻烦了）,,,,,,,,
,,,14,,앗- 갑자기 급한 일이 생각났어!!,Ah- I just remembered something urgent!!,あっ- 急用を思い出しちゃった！！,啊- 突然想起有急事！！,,,,,,,,
,,,15,,그럼- 다음에!!,See you next time then!!,じゃあ- また今度ね！！,那- 下次见！！,,,,,,,,
,,,16,@Target::UnitPos::Target,쳇.,Hmph.,ちぇっ。,切。,,,,,,,,
,,,17,,{Angry},{Angry},{Angry},{Angry},,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190100,Heroin_First,0,@Target::PlayerPos::Target,......,......,......,......,,,,,,,,
,,,1,@Target::UnitPos::Target,뭔데.,What is it?,なんだよ。,什么事？,,,,,,,,
,,,2,@Target::PlayerPos::Target,아뇨- 그냥…,Nothing- just...,いえ- ただ…,没什么- 就是…,,,,,,,,
,,,3,,적응은 잘 하셨나요?,Have you adjusted well?,適応はうまくいきましたか？,你适应得还好吗？,,,,,,,,
,,,4,@Target::UnitPos::Target,그냥 그래. 별 거 없는 던전인데 뭐.,It's just okay. Nothing special about this dungeon.,まあまあだな。大したことないダンジョンだけど。,一般般吧。这地下城没什么特别的。,,,,,,,,
,,,5,,그보다 특별한 용무가 없으면 부르지 말아줘.,Don't call me unless you have something important to say.,それより特別な用がないなら呼ばないでくれ。,没什么重要的事就别叫我。,,,,,,,,
,,,6,@Target::PlayerPos::Target,넵…,Yes...,はい…,好的…,,,,,,,,
,,,7,,(여전히 상대하기 어렵네. 혹시 조금은 달라졌을까 했더니…),(Still difficult to deal with. I thought maybe something had changed...),(相変わらず対応が難しいな。少しは変わったかと思ったけど…),(还是这么难相处。我还以为可能有些变化…),,,,,,,,
,,,8,,(조금만 더 지켜보자.),(Let's observe a bit more.),(もう少し様子を見よう。),(再多观察一下吧。),,,,,,,,
,,,9,@Target::UnitPos::Target,………………,………………,………………,………………,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190101,Heroin_Defeat,0,@Target::UnitPos::Target,{@},{@},{@},{@},,,,,,,,
,,,1,@Target::PlayerPos::Target,괜찮아요? \회복시켜 줄게요.,Are you okay? \I'll heal you.,大丈夫ですか？ \回復させてあげますね。,你没事吧？\我来帮你恢复。,,,,,,,,
,,,2,@Target::UnitPos::Target,미안해. \져버리다니.,Sorry. \I can't believe I lost.,ごめん。\負けてしまうなんて。,对不起。\居然输了。,,,,,,,,
,,,3,@Target::PlayerPos::Target,질 수도 있죠.,It happens sometimes.,負けることもありますよ。,输也是有可能的。,,,,,,,,
,,,4,,오히려 제가 죄송해요. \싸워야 할 이유도 없는데 싸우는 거잖아요.,I should be the one apologizing. \We're fighting for no real reason.,むしろ僕が申し訳ありません。\戦う理由もないのに戦っているんですから。,反而是我该道歉才对。\明明没有必要战斗却还在战斗。,,,,,,,,
,,,5,@Target::UnitPos::Target,싸워야 할 이유는 있어. \그리고 이건 내가 결정한 거니까.,There is a reason to fight. \And this was my decision.,戦う理由はあるよ。\そしてこれは私が決めたことだから。,有战斗的理由。\而且这是我自己决定的。,,,,,,,,
,,,6,,아무튼- 더 이상 지지 않도록 노력할게.,Anyway- I'll try not to lose anymore.,とにかく- もう負けないように頑張るよ。,总之- 我会努力不再输了。,,,,,,,,
,,,7,@Target::PlayerPos::Target,조심하세요. \무리할 필요는 없으니까요.,Be careful. \There's no need to push yourself too hard.,無理しないでくださいね。\無理する必要はありませんから。,小心点。\不需要太勉强自己。,,,,,,,,
,,,8,@Target::UnitPos::Target,고마워.,Thanks.,ありがとう。,谢谢。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190102,Heroin_Training,0,@Target::PlayerPos::Target,훈련은 잘 되나요?,Is the training going well?,訓練はうまくいってますか？,训练进行得顺利吗？,,,,,,,,
,,,1,@Target::UnitPos::Target,그래.,Yeah.,ああ。,嗯。,,,,,,,,
,,,2,,그런데 좀 이상해.,But it's a bit strange.,でも- ちょっと変だ。,不过有点奇怪。,,,,,,,,
,,,3,@Target::PlayerPos::Target,뭐가요?,What is?,何がですか？,哪里奇怪？,,,,,,,,
,,,4,@Target::UnitPos::Target,너- 나보다 약하잖아?,You- you're weaker than me- right?,お前- 俺より弱いだろ？,你- 比我弱吧？,,,,,,,,
,,,5,,그런데 왜 내가 너한테 훈련받아야 하는거야?,So why do I have to be trained by you?,なんで俺がお前に訓練されなきゃいけないんだ？,那为什么我要接受你的训练呢？,,,,,,,,
,,,6,@Target::PlayerPos::Target,음………,Umm………,うーん………,嗯………,,,,,,,,
,,,7,,그러게요.,That's true.,そうですね。,确实如此。,,,,,,,,
,,,8,@Target::UnitPos::Target,네가 생각해도 이상하지?,Don't you think it's weird too?,お前も変だと思うだろ？,你不觉得这很奇怪吗？,,,,,,,,
,,,9,,그러니까 오늘은 내가 널 훈련시켜줄게.,So today- I'll train you instead.,だから今日は俺がお前を訓練してやる。,所以今天- 我来训练你。,,,,,,,,
,,,10,@Target::PlayerPos::Target,{Sweat},What?,えっ？,什么？,,,,,,,,
,,,11,@Target::UnitPos::Target,우물쭈물 하지말고 얼른 따라와!,Don't dawdle- come on- follow me!,もたもたするな- さっさとついてこい！,别磨磨蹭蹭的- 快跟上来！,,,,,,,,
,,,12,@Target::PlayerPos::Target,(묘하게 열정적인걸),(Strangely enthusiastic),(妙に熱心だな),(莫名的热情啊),,,,,,,,
,,,13,,(하고 싶은 대로 하게 두자),(Let's let them do as they please),(好きにやらせてみよう),(让他们随心所欲吧),,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190103,Heroin_EndingRoot,0,@Target::UnitPos::Target,물어보고 싶은 게 있는데-,There's something I wanted to ask-,聞きたいことがあるんだけど-,我想问你一件事-,,,,,,,,
,,,1,,곧 30일이 되잖아?,It's almost been 30 days- right?,もうすぐ30日になるよね？,快到30天了- 对吧？,,,,,,,,
,,,2,,그 뒤에 어떻게 할지는 생각해 봤어?,Have you thought about what you'll do after?,その後どうするか考えた？,你考虑过之后要怎么办吗？,,,,,,,,
,,,3,@Target::PlayerPos::Target,글쎄요…,Well...,そうですね…,嗯...,,,,,,,,
,,,4,,일단 30일이 됐을 때 무슨 일이 일어날지를 몰라서 확답을 못 하겠어요.,I can't give a definite answer because I don't know what will happen when the 30 days are up.,30日が経った時に何が起こるか分からないので- はっきりとは言えません。,因为不知道30天到了会发生什么- 所以不能给你明确的答复。,,,,,,,,
,,,5,,던전에 계속 남거나- 던전을 떠나거나 둘 중 하나겠죠?,I guess I'll either stay in the dungeon or leave- one of the two.,ダンジョンに残るか- 去るか- どちらかでしょうね。,大概就是继续留在地下城- 或者离开- 两者之一吧。,,,,,,,,
,,,6,@Target::UnitPos::Target,떠난다면 어디로? \그리고 뭘 하려고?,If you leave- where to? \And what will you do?,去るとしたら- どこへ？ \そして何をするつもり？,如果离开的话- 去哪里？\然后打算做什么？,,,,,,,,
,,,7,@Target::PlayerPos::Target,떠난다면… 저도 모험을 해야죠.,If I leave... I'd have to go on an adventure.,去るなら…冒険をしないといけませんね。,如果离开的话...我也该去冒险了。,,,,,,,,
,,,8,,저의 꿈은 항상 모험가였으니까요.,Being an adventurer has always been my dream.,僕の夢はずっと冒険者でしたから。,我一直的梦想就是成为冒险者。,,,,,,,,
,,,9,@Target::UnitPos::Target,그럼- 동료가 필요하겠네?,Then- you'll need companions?,じゃあ- 仲間が必要になるね？,那么- 你需要同伴吗？,,,,,,,,
,,,10,@Target::PlayerPos::Target ,동료라- 음…,Companions- huh...,仲間か- うーん…,同伴吗- 嗯...,,,,,,,,
,,,11,@Select::190104:190105::Select,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190104,Heroin_Root_Ture,0,@Target::PlayerPos::Target,아무래도 믿을 수 있는 동료가 있다면 좋을 것 같네요.,I suppose having reliable companions would be nice.,信頼できる仲間がいれば良さそうですね。,如果有可靠的同伴的话- 应该会不错吧。,,,(동료가 필요하다),(Need companions),(仲間が必要だ),(需要同伴),,
,,,1,@Target::UnitPos::Target,그렇구나? 후훗. 알겠어~,Is that so? Hehe. I see~,そう？ ふふっ。わかったよ〜,是吗？ 呵呵。明白了~,,,,,,,,
,,,2,@Target::PlayerPos::Target @Action::Heroine_Ending::Action,(뭔가 기분이 좋아 보이네),(She seems to be in a good mood),（なんだか機嫌が良さそうだ）,（看起来心情不错的样子）,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190105,Heroin_Root_False,0,@Target::PlayerPos::Target,저는 혼자 모험하는 걸 선호해서 동료는 필요 없어요.,I prefer adventuring alone- so I don't need companions.,僕は一人で冒険するのが好きなので- 仲間は必要ありません。,我更喜欢一个人冒险- 所以不需要同伴。,,,(동료는 필요 없다),(Don't need companions),(仲間は必要ない),(不需要同伴),,
,,,1,@Target::UnitPos::Target,그래…? 음… 그렇구나….,Really...? Hmm... I see...,そう…？ うーん…そうか…,是吗...？ 嗯... 这样啊...,,,,,,,,
,,,2,@Target::PlayerPos::Target,(뭔가 기분이 좋지 않아 보이네),(She doesn't seem to be in a good mood),（なんだか機嫌が悪そうだ）,（看起来心情不太好的样子）,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190109,Heroin_CallName,0,@Target::UnitPos::Target,내 이름을 불러줘서 고마워.,Thank you for calling my name.,私の名前を呼んでくれてありがとう。,谢谢你叫我的名字。,,,,,,,,
,,,1,@Target::PlayerPos::Target,좋은 이름이네요.,It's a nice name.,いい名前ですね。,是个不错的名字呢。,,,,,,,,
,,,2,,왜 숨겼던 거예요?,Why did you hide it?,なぜ隠していたんですか？,为什么要隐瞒呢？,,,,,,,,
,,,3,@Target::UnitPos::Target,숨긴 적 없는데?,I never hid it.,隠してなかったよ。,我没有隐瞒啊。,,,,,,,,
,,,4,,네가 물어보지 않았을 뿐.,You just never asked.,君が聞かなかっただけさ。,只是你没问而已。,,,,,,,,
,,,5,@Target::PlayerPos::Target,…그런가?,...Is that so?,…そうなんですか？,...是这样吗？,,,,,,,,
,,,6,@Target::UnitPos::Target,그런 거야~,That's right~,そうだよ〜,就是这样哦~,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,190111,Heroin_Day3,0,@Target::UnitPos::Target,그런데 말이야.,Hey- by the way.,ねえ- そういえば。,话说回来。,,,,,,,,
,,,1,,너- 식사는 안 하는 거야?,Don't you ever eat?,お前- 食事はしないのか？,你- 不吃饭的吗？,,,,,,,,
